Order_ID,Order_Date,Customer_ID,Customer_Age,Gender,Region,Product_Name,Category,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status
ORD1194,2026-01-12,CUST844,21,Male,Sylhet,Webcam,Camera,5,7740,15,32895.0,30405.07,2489.93,bKash,Returned
ORD1195,2025-03-30,CUST570,52,Female,Sylhet,LED Monitor,Monitors,3,4504,15,11485.2,8576.24,2908.96,Nagad,Cancelled
ORD1196,2025-05-23,CUST671,37,Male,Khulna,Webcam,Camera,3,4166,5,11873.1,10104.4,1768.7,Nagad,Cancelled
ORD1197,2026-04-24,CUST914,35,Female,Dhaka,LED Monitor,Monitors,2,2797,15,4754.9,3603.53,1151.37,Card,Delivered
ORD1198,2026-01-01,CUST180,40,Female,Barishal,Laptop Stand,Office,3,2579,0,7737.0,4856.21,2880.79,Nagad,Cancelled
ORD1199,2025-10-15,CUST812,35,Male,Dhaka,USB-C Cable,Cables,4,1855,20,5936.0,4624.19,1311.81,bKash,Delivered
ORD1200,2025-07-31,CUST438,48,Male,Barishal,Power Bank,Power,1,2048,5,1945.6,1155.43,790.17,bKash,Delivered
ORD1201,2025-04-13,CUST874,36,Female,Khulna,Laptop Stand,Office,5,3533,15,15015.25,11992.96,3022.29,COD,Delivered
ORD1202,2025-03-31,CUST527,29,Male,Rajshahi,USB-C Cable,Cables,5,4583,0,22915.0,18253.45,4661.55,Card,Delivered
ORD1203,2025-02-24,CUST443,36,Female,Barishal,Wireless Mouse,Electronics,3,275,10,742.5,580.26,162.24,Card,Delivered
ORD1204,2025-06-19,CUST266,47,Female,Barishal,LED Monitor,Monitors,5,2435,5,11566.25,9355.02,2211.23,bKash,Delivered
ORD1205,2026-03-15,CUST754,43,Female,Sylhet,Smart Watch,Wearables,3,4851,5,13825.35,8693.72,5131.63,Nagad,Delivered
ORD1206,2026-04-25,CUST354,18,Female,Rajshahi,Bluetooth Headphones,Accessories,4,1713,5,6509.4,4651.91,1857.49,bKash,Delivered
ORD1207,2025-01-06,CUST367,59,Female,Barishal,Gaming Keyboard,Gaming,3,2673,20,6415.2,5975.58,439.62,bKash,Delivered
ORD1208,2025-09-15,CUST820,37,Male,Barishal,LED Monitor,Monitors,1,2713,5,2577.35,1789.12,788.23,Nagad,Delivered
ORD1209,2025-08-21,CUST865,56,Female,Rajshahi,USB-C Cable,Cables,5,1995,5,9476.25,6774.11,2702.14,Card,Returned
ORD1210,2025-02-11,CUST638,46,Female,Dhaka,USB-C Cable,Cables,2,5773,20,9236.8,9072.23,164.57,COD,Delivered
ORD1211,2025-03-26,CUST435,51,Female,Dhaka,Power Bank,Power,5,1856,20,7424.0,6448.66,975.34,bKash,Cancelled
ORD1212,2025-01-29,CUST564,26,Female,Rajshahi,LED Monitor,Monitors,5,944,20,3776.0,3163.72,612.28,COD,Returned
ORD1213,2026-02-23,CUST103,31,Male,Dhaka,Smart Watch,Wearables,4,6125,0,24500.0,16094.2,8405.8,Card,Delivered
ORD1214,2025-08-30,CUST132,36,Female,Chattogram,Power Bank,Power,1,693,0,693.0,565.67,127.33,bKash,Cancelled
ORD1215,2026-04-15,CUST486,42,Male,Barishal,Gaming Keyboard,Gaming,4,7501,15,25503.4,20135.84,5367.56,bKash,Cancelled
ORD1216,2025-03-07,CUST845,32,Male,Dhaka,Bluetooth Headphones,Accessories,3,1662,20,3988.8,3271.44,717.36,Nagad,Delivered
ORD1217,2025-05-07,CUST571,40,Male,Khulna,Phone Case,Mobile,5,4557,15,19367.25,17597.02,1770.23,bKash,Cancelled
ORD1218,2026-04-25,CUST116,33,Male,Dhaka,Wireless Mouse,Electronics,1,6831,15,5806.35,4891.2,915.15,COD,Returned
ORD1219,2025-01-23,CUST511,46,Male,Sylhet,LED Monitor,Monitors,1,5097,0,5097.0,3140.15,1956.85,bKash,Delivered
ORD1220,2026-01-10,CUST689,38,Female,Chattogram,Power Bank,Power,2,2569,5,4881.1,3957.61,923.49,Nagad,Delivered
ORD1221,2025-10-13,CUST705,29,Female,Sylhet,USB-C Cable,Cables,5,3587,10,16141.5,11196.67,4944.83,Card,Delivered
ORD1222,2025-08-02,CUST518,27,Female,Rajshahi,Phone Case,Mobile,3,6637,20,15928.8,12664.56,3264.24,bKash,Returned
ORD1223,2025-12-29,CUST247,47,Male,Sylhet,USB-C Cable,Cables,4,7157,5,27196.6,18069.96,9126.64,Card,Delivered
ORD1224,2025-04-15,CUST438,59,Male,Rajshahi,Power Bank,Power,5,1298,15,5516.5,3995.06,1521.44,Nagad,Delivered
ORD1225,2025-11-06,CUST717,20,Male,Chattogram,USB-C Cable,Cables,5,622,10,2799.0,2027.21,771.79,bKash,Delivered
ORD1226,2025-04-08,CUST859,25,Female,Chattogram,Gaming Keyboard,Gaming,2,2683,0,5366.0,3258.17,2107.83,bKash,Delivered
ORD1227,2025-10-01,CUST764,40,Female,Khulna,Power Bank,Power,2,2834,10,5101.2,3699.95,1401.25,Nagad,Returned
ORD1228,2025-06-13,CUST308,41,Female,Rajshahi,LED Monitor,Monitors,4,1007,15,3423.8,3043.72,380.08,COD,Returned
ORD1229,2025-10-27,CUST693,44,Female,Chattogram,Laptop Stand,Office,2,332,10,597.6,464.4,133.2,bKash,Delivered
ORD1230,2025-12-02,CUST801,39,Female,Rajshahi,Phone Case,Mobile,2,4867,5,9247.3,6665.95,2581.35,Card,Delivered
ORD1231,2025-09-08,CUST288,52,Male,Sylhet,Gaming Keyboard,Gaming,2,1586,5,3013.4,2361.51,651.89,COD,Delivered
ORD1232,2025-04-29,CUST169,27,Male,Chattogram,Wireless Mouse,Electronics,1,3578,5,3399.1,2781.85,617.25,Card,Delivered
ORD1233,2025-12-04,CUST599,19,Male,Sylhet,Webcam,Camera,1,5424,20,4339.2,4319.91,19.29,Card,Delivered
ORD1234,2025-05-27,CUST117,50,Female,Chattogram,Power Bank,Power,1,6116,10,5504.4,4248.48,1255.92,COD,Delivered
ORD1235,2025-05-10,CUST934,40,Female,Rajshahi,Laptop Stand,Office,5,2174,5,10326.5,7797.49,2529.01,COD,Delivered
ORD1236,2025-04-26,CUST407,23,Male,Dhaka,LED Monitor,Monitors,4,4828,5,18346.4,15784.91,2561.49,Card,Delivered
ORD1237,2025-12-26,CUST275,23,Female,Rajshahi,Power Bank,Power,4,4099,0,16396.0,11836.63,4559.37,Nagad,Returned
ORD1238,2026-04-07,CUST988,54,Female,Khulna,Power Bank,Power,1,7729,0,7729.0,4730.43,2998.57,COD,Delivered
ORD1239,2026-03-12,CUST422,19,Male,Sylhet,Power Bank,Power,3,4816,0,14448.0,8646.05,5801.95,bKash,Cancelled
ORD1240,2025-10-18,CUST954,42,Female,Rajshahi,Bluetooth Headphones,Accessories,4,2651,5,10073.8,7446.86,2626.94,bKash,Cancelled
ORD1241,2025-08-12,CUST337,22,Female,Sylhet,Power Bank,Power,1,6306,10,5675.4,3559.72,2115.68,Card,Delivered
ORD1242,2025-07-02,CUST666,42,Female,Chattogram,Smart Watch,Wearables,1,6618,15,5625.3,4516.54,1108.76,Card,Delivered
ORD1243,2025-02-12,CUST374,27,Female,Barishal,Smart Watch,Wearables,5,6737,5,32000.75,25012.44,6988.31,bKash,Cancelled
ORD1244,2025-06-07,CUST555,41,Female,Dhaka,Gaming Keyboard,Gaming,4,3154,0,12616.0,7250.55,5365.45,bKash,Delivered
ORD1245,2025-07-28,CUST205,19,Male,Khulna,Phone Case,Mobile,2,3876,20,6201.6,5424.69,776.91,COD,Returned
ORD1246,2025-07-31,CUST497,23,Male,Sylhet,Gaming Keyboard,Gaming,5,7275,15,30918.75,20127.45,10791.3,bKash,Cancelled
ORD1247,2025-09-10,CUST249,22,Male,Rajshahi,Laptop Stand,Office,4,1337,10,4813.2,3376.22,1436.98,Nagad,Delivered
ORD1248,2025-05-07,CUST838,58,Female,Sylhet,LED Monitor,Monitors,3,6611,0,19833.0,12841.94,6991.06,bKash,Delivered
ORD1249,2025-06-20,CUST961,57,Female,Khulna,Laptop Stand,Office,1,2695,0,2695.0,2172.66,522.34,Card,Delivered
ORD1250,2025-12-22,CUST305,48,Female,Chattogram,Webcam,Camera,4,1315,10,4734.0,3348.41,1385.59,Card,Delivered
ORD1251,2025-05-24,CUST936,43,Female,Dhaka,LED Monitor,Monitors,3,4917,5,14013.45,9410.98,4602.47,bKash,Returned
ORD1252,2026-01-08,CUST572,31,Female,Khulna,Laptop Stand,Office,5,5784,20,23136.0,16116.17,7019.83,COD,Delivered
ORD1253,2025-12-04,CUST257,45,Female,Dhaka,Laptop Stand,Office,4,5388,10,19396.8,13261.93,6134.87,Card,Returned
ORD1254,2026-04-17,CUST990,44,Male,Khulna,Webcam,Camera,4,3483,20,11145.6,9568.29,1577.31,COD,Delivered
ORD1255,2025-11-27,CUST793,59,Female,Khulna,Gaming Keyboard,Gaming,2,1562,20,2499.2,1755.56,743.64,Card,Delivered
ORD1256,2025-09-23,CUST671,55,Male,Rajshahi,Bluetooth Headphones,Accessories,1,2319,5,2203.05,1595.2,607.85,Nagad,Delivered
ORD1257,2025-01-13,CUST594,24,Female,Rajshahi,Webcam,Camera,4,5856,20,18739.2,13836.58,4902.62,COD,Delivered
ORD1258,2025-04-16,CUST633,48,Female,Rajshahi,Gaming Keyboard,Gaming,2,2755,10,4959.0,3707.9,1251.1,COD,Delivered
ORD1259,2025-12-30,CUST217,19,Female,Barishal,Gaming Keyboard,Gaming,4,750,10,2700.0,1686.19,1013.81,COD,Cancelled
ORD1260,2025-06-19,CUST673,45,Female,Chattogram,USB-C Cable,Cables,2,4427,5,8411.3,6189.09,2222.21,Card,Cancelled
ORD1261,2026-01-13,CUST728,30,Female,Sylhet,Laptop Stand,Office,2,5446,15,9258.2,7153.94,2104.26,Card,Delivered
ORD1262,2026-02-19,CUST915,22,Male,Sylhet,USB-C Cable,Cables,1,1885,10,1696.5,1419.65,276.85,bKash,Delivered
ORD1263,2026-03-18,CUST601,51,Female,Sylhet,USB-C Cable,Cables,3,3948,0,11844.0,7353.17,4490.83,Card,Returned
ORD1264,2025-08-23,CUST732,29,Female,Sylhet,Webcam,Camera,4,1135,10,4086.0,2928.46,1157.54,COD,Cancelled
ORD1265,2025-04-04,CUST482,27,Female,Rajshahi,Gaming Keyboard,Gaming,2,1165,5,2213.5,1473.61,739.89,bKash,Returned
ORD1266,2025-12-22,CUST760,29,Male,Rajshahi,Phone Case,Mobile,4,1721,15,5851.4,4967.39,884.01,Nagad,Delivered
ORD1267,2026-03-20,CUST467,18,Female,Chattogram,Gaming Keyboard,Gaming,2,7097,15,12064.9,10180.51,1884.39,bKash,Delivered
ORD1268,2025-09-09,CUST525,46,Female,Chattogram,Power Bank,Power,5,5549,15,23583.25,18324.64,5258.61,COD,Returned
ORD1269,2025-10-03,CUST395,28,Female,Sylhet,USB-C Cable,Cables,1,2592,0,2592.0,1617.95,974.05,Card,Returned
ORD1270,2025-10-06,CUST943,41,Male,Barishal,Bluetooth Headphones,Accessories,5,4891,0,24455.0,15219.08,9235.92,Card,Returned
ORD1271,2025-01-17,CUST560,34,Female,Dhaka,Phone Case,Mobile,2,1038,5,1972.2,1308.67,663.53,Card,Delivered
ORD1272,2026-03-17,CUST827,57,Female,Chattogram,USB-C Cable,Cables,2,6841,20,10945.6,10070.86,874.74,bKash,Delivered
ORD1273,2025-11-02,CUST651,28,Female,Barishal,Wireless Mouse,Electronics,2,4870,10,8766.0,6756.79,2009.21,Nagad,Delivered
ORD1274,2025-12-14,CUST934,24,Male,Rajshahi,Smart Watch,Wearables,5,7228,20,28912.0,29493.2,-581.2,COD,Delivered
ORD1275,2026-03-01,CUST353,43,Female,Chattogram,Laptop Stand,Office,2,2245,5,4265.5,3331.92,933.58,Nagad,Cancelled
ORD1276,2026-03-27,CUST887,23,Female,Sylhet,Phone Case,Mobile,4,3902,0,15608.0,11254.61,4353.39,Nagad,Cancelled
ORD1277,2025-01-02,CUST989,23,Female,Barishal,LED Monitor,Monitors,3,7984,15,20359.2,15290.19,5069.01,Nagad,Delivered
ORD1278,2025-09-11,CUST374,38,Female,Khulna,Phone Case,Mobile,5,1984,15,8432.0,7665.27,766.73,bKash,Returned
ORD1279,2025-11-17,CUST902,47,Male,Dhaka,Gaming Keyboard,Gaming,4,7524,0,30096.0,16926.13,13169.87,bKash,Delivered
ORD1280,2026-04-11,CUST235,59,Female,Chattogram,Wireless Mouse,Electronics,4,3704,5,14075.2,12131.89,1943.31,Nagad,Delivered
ORD1281,2025-11-29,CUST269,21,Female,Barishal,Smart Watch,Wearables,3,875,10,2362.5,1914.72,447.78,Nagad,Cancelled
ORD1282,2025-01-01,CUST318,48,Male,Chattogram,Phone Case,Mobile,2,5569,0,11138.0,8242.1,2895.9,bKash,Returned
ORD1283,2026-03-17,CUST532,26,Female,Dhaka,Wireless Mouse,Electronics,4,266,10,957.6,819.94,137.66,bKash,Delivered
ORD1284,2025-06-03,CUST240,42,Male,Barishal,Bluetooth Headphones,Accessories,1,1045,10,940.5,678.46,262.04,bKash,Delivered
ORD1285,2025-08-14,CUST459,31,Male,Rajshahi,Webcam,Camera,5,269,20,1076.0,975.8,100.2,Card,Delivered
ORD1286,2025-07-16,CUST459,45,Female,Chattogram,Bluetooth Headphones,Accessories,1,1346,0,1346.0,954.56,391.44,bKash,Delivered
ORD1287,2025-11-08,CUST391,19,Female,Chattogram,USB-C Cable,Cables,1,4733,20,3786.4,3369.91,416.49,bKash,Cancelled
ORD1288,2026-02-11,CUST345,49,Female,Dhaka,Smart Watch,Wearables,4,5493,0,21972.0,16734.46,5237.54,bKash,Delivered
ORD1289,2026-04-24,CUST424,26,Female,Sylhet,Bluetooth Headphones,Accessories,5,4527,0,22635.0,18480.53,4154.47,Card,Delivered
ORD1290,2026-01-30,CUST174,19,Male,Dhaka,Laptop Stand,Office,5,6448,15,27404.0,26040.32,1363.68,Nagad,Delivered
ORD1291,2025-11-18,CUST829,50,Female,Rajshahi,Wireless Mouse,Electronics,1,7971,15,6775.35,5474.36,1300.99,Card,Delivered
ORD1292,2025-06-08,CUST180,50,Male,Chattogram,Power Bank,Power,5,5246,5,24918.5,16391.55,8526.95,Nagad,Delivered
ORD1293,2026-03-10,CUST344,21,Male,Dhaka,Bluetooth Headphones,Accessories,5,2740,15,11645.0,10235.12,1409.88,Card,Delivered
ORD1294,2026-01-15,CUST773,29,Male,Dhaka,Webcam,Camera,4,5187,0,20748.0,13144.03,7603.97,bKash,Cancelled
ORD1295,2026-02-05,CUST942,34,Male,Khulna,Laptop Stand,Office,1,4266,10,3839.4,2948.71,890.69,bKash,Cancelled
ORD1296,2025-08-08,CUST378,51,Male,Khulna,Bluetooth Headphones,Accessories,3,6519,0,19557.0,12525.34,7031.66,COD,Delivered
ORD1297,2025-10-18,CUST270,41,Male,Khulna,Power Bank,Power,4,3150,0,12600.0,8629.67,3970.33,COD,Returned
ORD1298,2026-03-16,CUST983,18,Male,Dhaka,USB-C Cable,Cables,1,6268,20,5014.4,3451.75,1562.65,Card,Delivered
ORD1299,2026-04-13,CUST831,59,Female,Chattogram,Laptop Stand,Office,4,1666,0,6664.0,4659.96,2004.04,Nagad,Delivered
ORD1300,2025-03-03,CUST614,21,Male,Chattogram,Gaming Keyboard,Gaming,4,2422,0,9688.0,6823.4,2864.6,COD,Delivered
ORD1301,2025-06-09,CUST435,23,Female,Dhaka,LED Monitor,Monitors,1,7294,10,6564.6,5535.07,1029.53,Nagad,Delivered
ORD1302,2025-05-05,CUST575,41,Female,Chattogram,Webcam,Camera,3,6626,10,17890.2,14902.25,2987.95,bKash,Delivered
ORD1303,2025-11-22,CUST959,18,Female,Dhaka,Phone Case,Mobile,1,395,5,375.25,275.01,100.24,Card,Cancelled
ORD1304,2025-08-03,CUST603,21,Male,Barishal,Bluetooth Headphones,Accessories,3,1880,20,4512.0,4599.09,-87.09,Nagad,Delivered
ORD1305,2026-04-04,CUST481,47,Male,Sylhet,USB-C Cable,Cables,1,7550,20,6040.0,4994.52,1045.48,COD,Returned
ORD1306,2025-08-11,CUST778,26,Male,Khulna,Phone Case,Mobile,2,813,20,1300.8,1143.58,157.22,Nagad,Delivered
ORD1307,2025-02-08,CUST307,26,Male,Chattogram,Gaming Keyboard,Gaming,4,2805,15,9537.0,6994.86,2542.14,COD,Delivered
ORD1308,2025-07-03,CUST888,31,Female,Khulna,LED Monitor,Monitors,4,2772,15,9424.8,6459.86,2964.94,Card,Delivered
ORD1309,2025-12-23,CUST717,20,Male,Khulna,Bluetooth Headphones,Accessories,1,1491,10,1341.9,1152.73,189.17,bKash,Delivered
ORD1310,2025-06-03,CUST366,29,Male,Rajshahi,Gaming Keyboard,Gaming,2,3446,20,5513.6,3881.69,1631.91,Card,Returned
ORD1311,2026-02-11,CUST243,25,Male,Dhaka,USB-C Cable,Cables,5,975,15,4143.75,2815.39,1328.36,bKash,Delivered
ORD1312,2025-05-13,CUST932,22,Male,Dhaka,Phone Case,Mobile,2,3249,0,6498.0,4595.56,1902.44,bKash,Cancelled
ORD1313,2025-08-25,CUST151,28,Female,Barishal,Laptop Stand,Office,4,953,10,3430.8,2222.71,1208.09,Card,Delivered
ORD1314,2025-04-20,CUST291,35,Female,Rajshahi,Phone Case,Mobile,1,5796,15,4926.6,3458.23,1468.37,bKash,Delivered
ORD1315,2025-09-13,CUST521,53,Female,Dhaka,Webcam,Camera,5,5254,5,24956.5,19039.58,5916.92,COD,Delivered
ORD1316,2026-02-13,CUST638,33,Male,Rajshahi,Laptop Stand,Office,4,3634,5,13809.2,10517.03,3292.17,Nagad,Delivered
ORD1317,2025-07-18,CUST376,29,Male,Khulna,LED Monitor,Monitors,5,3018,20,12072.0,10346.4,1725.6,bKash,Delivered
ORD1318,2026-01-28,CUST698,32,Male,Dhaka,Wireless Mouse,Electronics,3,6824,15,17401.2,14186.01,3215.19,bKash,Cancelled
ORD1319,2025-04-23,CUST689,42,Female,Chattogram,Smart Watch,Wearables,2,4571,0,9142.0,6914.03,2227.97,bKash,Delivered
ORD1320,2025-01-15,CUST820,40,Male,Sylhet,Gaming Keyboard,Gaming,5,6804,10,30618.0,27106.27,3511.73,bKash,Delivered
ORD1321,2025-01-29,CUST338,56,Male,Dhaka,Smart Watch,Wearables,5,1638,15,6961.5,4588.45,2373.05,Card,Delivered
ORD1322,2025-04-01,CUST921,38,Male,Dhaka,Webcam,Camera,3,1850,5,5272.5,3563.13,1709.37,bKash,Returned
ORD1323,2025-02-07,CUST482,60,Female,Sylhet,Bluetooth Headphones,Accessories,2,7134,20,11414.4,11163.01,251.39,COD,Delivered
ORD1324,2025-08-12,CUST910,58,Female,Barishal,Gaming Keyboard,Gaming,3,1317,5,3753.45,2954.3,799.15,Nagad,Delivered
ORD1325,2025-10-29,CUST934,29,Female,Khulna,Webcam,Camera,5,6647,10,29911.5,20282.46,9629.04,Nagad,Delivered
ORD1326,2026-01-30,CUST681,20,Male,Sylhet,Wireless Mouse,Electronics,2,7972,20,12755.2,10455.0,2300.2,Nagad,Returned
ORD1327,2026-01-17,CUST179,33,Female,Khulna,Webcam,Camera,2,1052,15,1788.4,1237.1,551.3,bKash,Cancelled
ORD1328,2025-05-08,CUST809,22,Female,Khulna,Gaming Keyboard,Gaming,1,3858,0,3858.0,2398.16,1459.84,COD,Cancelled
ORD1329,2025-03-27,CUST523,49,Female,Khulna,Wireless Mouse,Electronics,1,3361,15,2856.85,2513.35,343.5,Card,Delivered
ORD1330,2025-02-07,CUST918,20,Female,Dhaka,Webcam,Camera,4,5532,5,21021.6,13142.2,7879.4,Nagad,Delivered
ORD1331,2025-03-24,CUST849,22,Male,Khulna,Bluetooth Headphones,Accessories,1,3000,5,2850.0,2369.22,480.78,Card,Cancelled
ORD1332,2025-08-11,CUST260,21,Male,Khulna,Phone Case,Mobile,1,7920,5,7524.0,5654.69,1869.31,bKash,Delivered
ORD1333,2025-05-25,CUST404,33,Male,Dhaka,Power Bank,Power,4,6114,20,19564.8,15202.38,4362.42,Card,Returned
ORD1334,2025-08-07,CUST189,36,Female,Chattogram,LED Monitor,Monitors,5,1458,0,7290.0,4719.72,2570.28,COD,Delivered
ORD1335,2025-08-31,CUST964,25,Female,Rajshahi,Laptop Stand,Office,2,5428,10,9770.4,8834.67,935.73,Card,Delivered
ORD1336,2025-07-09,CUST490,41,Male,Rajshahi,Bluetooth Headphones,Accessories,3,5458,20,13099.2,10718.95,2380.25,COD,Delivered
ORD1337,2025-10-16,CUST163,27,Male,Dhaka,LED Monitor,Monitors,4,2357,5,8956.6,7316.23,1640.37,Nagad,Returned
ORD1338,2025-07-18,CUST938,51,Female,Sylhet,Webcam,Camera,4,2063,20,6601.6,4674.47,1927.13,Card,Returned
ORD1339,2026-03-14,CUST831,20,Male,Dhaka,LED Monitor,Monitors,2,2648,0,5296.0,3477.34,1818.66,Card,Delivered
ORD1340,2025-08-05,CUST180,45,Male,Barishal,USB-C Cable,Cables,2,6822,5,12961.8,7969.05,4992.75,bKash,Returned
ORD1341,2025-10-12,CUST506,53,Female,Khulna,Gaming Keyboard,Gaming,3,7661,0,22983.0,13180.69,9802.31,Card,Delivered
ORD1342,2025-03-18,CUST251,54,Male,Dhaka,Webcam,Camera,5,4480,15,19040.0,13000.51,6039.49,COD,Delivered
ORD1343,2025-12-02,CUST597,54,Female,Dhaka,Gaming Keyboard,Gaming,5,7391,15,31411.75,22960.77,8450.98,bKash,Delivered
ORD1344,2025-07-25,CUST139,43,Female,Barishal,Laptop Stand,Office,4,5264,20,16844.8,15451.3,1393.5,bKash,Delivered
ORD1345,2026-02-23,CUST912,37,Female,Khulna,Smart Watch,Wearables,4,7548,10,27172.8,16770.54,10402.26,Card,Cancelled
ORD1346,2025-08-15,CUST892,38,Female,Barishal,USB-C Cable,Cables,1,1300,10,1170.0,1056.95,113.05,Card,Returned
ORD1347,2025-07-28,CUST858,49,Female,Dhaka,USB-C Cable,Cables,1,3818,5,3627.1,3041.52,585.58,bKash,Delivered
ORD1348,2025-09-26,CUST682,19,Male,Chattogram,Power Bank,Power,3,3504,5,9986.4,7996.89,1989.51,bKash,Delivered
ORD1349,2025-12-27,CUST303,35,Female,Rajshahi,Wireless Mouse,Electronics,2,3939,0,7878.0,6285.61,1592.39,Card,Cancelled
ORD1350,2025-08-17,CUST281,48,Female,Khulna,Wireless Mouse,Electronics,1,2181,10,1962.9,1487.38,475.52,bKash,Delivered
ORD1351,2026-03-14,CUST685,31,Male,Barishal,Smart Watch,Wearables,1,424,15,360.4,238.88,121.52,bKash,Cancelled
ORD1352,2026-03-19,CUST899,18,Female,Chattogram,Smart Watch,Wearables,2,5537,15,9412.9,7625.4,1787.5,bKash,Returned
ORD1353,2025-06-06,CUST829,59,Female,Rajshahi,USB-C Cable,Cables,1,2267,20,1813.6,1739.63,73.97,Card,Delivered
ORD1354,2025-09-24,CUST944,57,Female,Sylhet,Smart Watch,Wearables,4,1987,15,6755.8,5019.79,1736.01,COD,Delivered
ORD1355,2025-06-02,CUST800,24,Female,Dhaka,Gaming Keyboard,Gaming,5,4799,20,19196.0,17143.07,2052.93,Nagad,Delivered
ORD1356,2025-09-22,CUST883,33,Male,Sylhet,Smart Watch,Wearables,3,2339,10,6315.3,4216.22,2099.08,Card,Cancelled
ORD1357,2025-06-01,CUST365,44,Female,Rajshahi,Laptop Stand,Office,3,6108,0,18324.0,13320.78,5003.22,COD,Returned
ORD1358,2025-11-23,CUST903,48,Female,Sylhet,USB-C Cable,Cables,5,3011,5,14302.25,11070.03,3232.22,Nagad,Delivered
ORD1359,2026-01-15,CUST364,53,Male,Barishal,Laptop Stand,Office,5,2606,0,13030.0,8822.75,4207.25,Nagad,Cancelled
ORD1360,2025-06-07,CUST530,39,Female,Khulna,USB-C Cable,Cables,1,3110,5,2954.5,2335.41,619.09,Nagad,Delivered
ORD1361,2025-11-14,CUST172,48,Male,Sylhet,LED Monitor,Monitors,1,639,20,511.2,451.57,59.63,COD,Cancelled
ORD1362,2026-03-14,CUST254,26,Male,Khulna,Power Bank,Power,4,2644,15,8989.6,5971.18,3018.42,Card,Returned
ORD1363,2025-09-07,CUST440,58,Male,Khulna,Laptop Stand,Office,4,2791,5,10605.8,8488.15,2117.65,COD,Delivered
ORD1364,2025-03-23,CUST601,23,Male,Sylhet,Smart Watch,Wearables,4,1915,5,7277.0,5404.86,1872.14,Card,Cancelled
ORD1365,2025-01-20,CUST646,30,Female,Dhaka,Phone Case,Mobile,4,3714,15,12627.6,9708.33,2919.27,Nagad,Returned
ORD1366,2025-05-08,CUST331,40,Female,Chattogram,Wireless Mouse,Electronics,2,5743,0,11486.0,8260.79,3225.21,COD,Delivered
ORD1367,2025-01-24,CUST405,36,Female,Barishal,Webcam,Camera,5,2707,5,12858.25,7682.84,5175.41,Nagad,Delivered
ORD1368,2025-04-07,CUST268,43,Male,Chattogram,Gaming Keyboard,Gaming,2,7584,15,12892.8,9813.66,3079.14,bKash,Cancelled
ORD1369,2025-03-28,CUST226,41,Male,Rajshahi,USB-C Cable,Cables,2,6213,0,12426.0,8812.73,3613.27,Nagad,Returned
ORD1370,2025-12-01,CUST956,19,Male,Barishal,Wireless Mouse,Electronics,5,5065,0,25325.0,18455.13,6869.87,COD,Delivered
ORD1371,2025-12-26,CUST256,31,Male,Khulna,Phone Case,Mobile,4,1212,20,3878.4,2997.22,881.18,Card,Cancelled
ORD1372,2025-03-12,CUST528,24,Male,Khulna,Power Bank,Power,1,2411,20,1928.8,1720.3,208.5,COD,Delivered
ORD1373,2026-03-02,CUST635,30,Female,Barishal,USB-C Cable,Cables,4,5188,5,19714.4,15772.53,3941.87,Card,Delivered
ORD1374,2025-12-19,CUST592,39,Male,Dhaka,Wireless Mouse,Electronics,2,4690,15,7973.0,7464.57,508.43,COD,Cancelled
ORD1375,2025-03-18,CUST192,50,Male,Barishal,Bluetooth Headphones,Accessories,1,7042,20,5633.6,5145.14,488.46,COD,Delivered
ORD1376,2025-02-21,CUST932,29,Male,Khulna,LED Monitor,Monitors,2,2625,10,4725.0,3545.61,1179.39,Nagad,Cancelled
ORD1377,2026-01-24,CUST146,18,Male,Barishal,Phone Case,Mobile,3,6250,0,18750.0,10793.43,7956.57,bKash,Delivered
ORD1378,2025-02-17,CUST481,39,Male,Dhaka,LED Monitor,Monitors,3,5293,10,14291.1,12499.76,1791.34,Card,Delivered
ORD1379,2025-09-02,CUST919,44,Male,Dhaka,Smart Watch,Wearables,4,7046,15,23956.4,20751.14,3205.26,bKash,Cancelled
ORD1380,2025-09-05,CUST921,54,Female,Chattogram,Laptop Stand,Office,1,1049,15,891.65,835.04,56.61,Card,Delivered
ORD1381,2025-09-07,CUST215,44,Female,Dhaka,Wireless Mouse,Electronics,5,7266,5,34513.5,24720.08,9793.42,COD,Delivered
ORD1382,2025-10-23,CUST841,54,Male,Barishal,Wireless Mouse,Electronics,3,5971,20,14330.4,13564.31,766.09,Nagad,Returned
ORD1383,2025-05-08,CUST593,40,Female,Chattogram,Webcam,Camera,5,980,15,4165.0,3570.45,594.55,COD,Delivered
ORD1384,2026-03-22,CUST269,22,Female,Khulna,Power Bank,Power,2,7153,15,12160.1,11158.75,1001.35,bKash,Delivered
ORD1385,2025-07-13,CUST512,33,Male,Rajshahi,Wireless Mouse,Electronics,3,4352,5,12403.2,9121.36,3281.84,Card,Returned
ORD1386,2025-03-02,CUST609,59,Male,Dhaka,Bluetooth Headphones,Accessories,4,7217,15,24537.8,19362.01,5175.79,Card,Delivered
ORD1387,2026-02-10,CUST718,57,Female,Sylhet,Power Bank,Power,1,4698,0,4698.0,3631.53,1066.47,bKash,Cancelled
ORD1388,2026-03-09,CUST565,39,Female,Barishal,Gaming Keyboard,Gaming,4,3176,0,12704.0,9788.16,2915.84,Nagad,Cancelled
